address,group,name,fields_address,fields_count,fields
0x1801898A0,default,2019gov,0x180189868,1,support:bool
0x18016A9B0,default,2020AlphaProductName,0x18016A968,1,value:string
0x180132270,default,2020UnBoxVideo,0x180132258,1,support:bool
0x180128C40,default,AboutdlgShowAuthorize,0x180128C10,1,support:bool
0x180142540,default,AboutdlgShowAuthorizeV7,0x180142510,1,support:bool
0x1801AF8F0,default,AboutdlgTechSupportTryUrl,0x1801AF8C0,1,support:bool
0x18015A1B8,default,AcceleratingP2PTransfers,0x18015A1A0,1,support:bool
0x180192480,default,AccessibleOperationOemConfig,0x180192448,1,support:bool
0x180181B20,default,AccessibleOperationOnlineConfig,0x180181AD0,1,support:bool
0x1801CD260,default,AccessInLowILLocalCfg,0x1801CD228,1,support:bool
0x180121F10,default,AccountAgreementPrivacyProtectionDefaultProInfo,0x180121EC0,1,support:bool
0x18017BB80,default,AccountAgreementSettingsbeginGroupWps365,0x18017BAC0,1,support:bool
0x180142DC0,default,AccountCompanyAccount,0x180142D78,1,support:bool
0x180187710,default,AccountCompanyLicense,0x1801876D8,1,support:bool
0x180151300,default,AccountCustomDomainCfgUrl,0x180151288,1,value:string
0x1801AD170,default,AccountDataLoadFromConfigCenter,0x1801AD158,1,support:bool
0x1801707B8,default,AccountDomainService,0x1801707A0,1,support:bool
0x1801AF630,default,AccountHealthyCheckUrl,0x1801AF5B8,1,value:string
0x18017E968,default,AccountLoginPage,0x18017E820,7,LoginPageApplyBtn:string;LoginPageApplyBtnText:string;LoginPageApplyBtnUrl:string;LoginPageApplyContent:string;LoginPageContent:string;LoginPageNotice:string;LoginPageNoticeUrl:string
0x180180F40,default,AccountManualRepairWnd,0x180180F10,1,support:bool
0x18017DDA0,default,AccountMenu,0x18017DD88,1,filter:bool
0x180165270,default,AccountPanelAdaptiveLayout,0x180165240,1,support:bool
0x1801B3F30,default,AccountPanelSizeSubtractPayment,0x1801B3EE8,1,support:bool
0x180187698,default,AccountRegionDomainCfgUrl,0x180187680,1,value:string
0x18013EDA0,default,AccountUrl,0x18013ED20,2,credit:string;url:string
0x1801CE7B0,default,AccountUrlFromConfig,0x1801CE780,1,support:bool
0x1801B13A0,default,AccountWindowIconProResource,0x1801B1350,1,support:bool
0x1801BD880,default,AccountWPS365ForceLogin,0x1801BD830,1,support:bool
0x1801C98A0,default,ActivateCodeEnable,0x1801C9868,1,support:bool
0x1801C3330,default,ActiveNetworkStatusMonitor,0x1801C32E8,1,support:bool
0x1801CA2C8,default,ActivePluginDisplayLangID,0x1801CA2B0,1,support:bool
0x1801A0938,default,AddAllUserProgidForCurUser,0x1801A0920,1,support:bool
0x1801562A0,default,AddCompanyFeature,0x1801561D8,1,support:bool
0x1801862A0,default,addDefLoaclFavourite,0x180186220,1,support:bool
0x180160AF0,default,AddinForceRender,0x180160AA8,1,support:bool
0x180145040,default,AddOriginHeader,0x180145008,1,support:bool
0x18019FF30,default,Address,0x18019FF00,1,value:string
0x18015B830,default,AddSecdocPermissions,0x18015B7C8,1,value:string
0x180156FF0,default,AddTopDeptPermission,0x180156FB8,1,support:bool
0x180179900,default,AdjustDevmodeOrientationDriverNames,0x1801798B0,1,value:string
0x180184E20,default,AdjustInternetUrl,0x180184DF0,1,support:bool
0x18013C300,default,AdjustPdfCropPrintLayout,0x18013C2D0,1,support:bool
0x18015B290,default,AdvancedAssociation,0x18015B278,1,support:bool
0x18013D570,default,AffiliateDataReportUrl,0x18013D510,1,url:string
0x180138A00,default,AfterService,0x1801389B8,1,value:int
0x18016AA90,default,AIBeautyLogo,0x18016AA58,1,support:bool
0x180179C90,default,AIChartInterpretation,0x180179C58,1,support:bool
0x18013BED8,default,AICheck,0x18013BEC0,1,support:bool
0x1801C8098,default,AICommonEntrySettings,0x1801C8010,3,AIPrivacyPolicyUrl:string;AISupplementaryTermsUrl:string;WPSAIMail:string
0x180179570,default,AIConfig,0x180179460,6,AIModelDownloadCDN:string;AirPageHome:string;AlSupplementaryTerms:string;CreditManageURL:string;needExtcmd:bool;version:string
0x18014B338,default,aiCreatePanelEnable,0x18014B320,1,support:bool
0x1801950E0,default,AIFormulaSetting,0x1801950A8,1,filter:bool
0x1801686A0,default,AIGCFloatPaneSpecial,0x180168670,1,support:bool
0x1801C5630,default,AiIntranetEncry,0x1801C5600,1,support:bool
0x18012ABE0,default,AiOcr2Pdf,0x18012AB60,3,InlineConvertHostV5:string;support:bool;version:string
0x18014C4D0,default,AIPhotolongchart,0x18014C4B8,1,filter:bool
0x1801A77E8,default,AIPictureEdit,0x1801A77D0,1,filter:bool
0x1801396D0,default,AipptCreatePanel,0x180139688,1,support:bool
0x18013F030,default,AipptI18nIcon,0x18013F018,1,support:bool
0x18015C7F8,default,AIProductCertify,0x18015C7C8,1,value:string
0x1801643E0,default,AirDrop,0x1801643A8,1,support:bool
0x1801759D0,default,AiSelectContentFuncAreaAdaptive,0x1801759A0,1,support:bool
0x1801BF6D0,default,AISelectContentOnlyOem,0x1801BF6B8,1,filter:bool
0x180162980,default,AISelectContentSeparatorOnlyOem,0x180162938,1,filter:bool
0x18015C170,default,AIServer,0x18015C140,1,value:string
0x180185730,default,AISettingFeedbackUrl,0x1801856E8,1,support:bool
0x1801A40F0,default,AIShortcutSequenceEdit,0x1801A4090,2,resize:bool;toolTip:bool
0x18016C650,default,AISmartTag,0x18016C620,1,support:bool
0x18013A1E8,default,AISubGenerateFormula,0x18013A1D0,1,filter:bool
0x180169560,default,AITextGenerateText,0x1801694F0,1,customIcon:bool
0x1801392E0,default,AIWordDefinition,0x180139278,1,filter:bool
0x18017F380,default,AIWordDefinitionFloatBarExplain,0x18017F330,1,filter:bool
0x180198690,default,AIWordDefinitionFloatBarSummarize,0x180198650,1,filter:bool
0x1801B4810,default,AIWordDefinitionFloatBarTranslate,0x1801B4790,1,filter:bool
0x1801A9490,default,AiWppResInterionalDir,0x1801A9478,1,support:bool
0x18017C620,default,AIWriteFormula,0x18017C5F0,1,support:bool
0x1801B5C28,default,AIWriteFormulaIgnoreComb,0x1801B5C10,1,support:bool
0x180131918,default,AlignToPageBottom,0x180131900,1,support:bool
0x180171DD0,default,AllLaunchFailHelpLink,0x180171CB0,1,url:string
0x1801D0210,default,allowLoginCompanyId,0x1801D01B0,1,id:string
0x180144C60,default,AlternateFont,0x180144C28,1,font:string
0x1801B3130,default,AlwaysShowLangSwitchEntry,0x1801B30F8,1,support:bool
0x1801BA710,default,AlwaysShowStartupPopWindow,0x1801BA6E0,1,support:bool
0x1801A6C90,default,AmazonServer,0x1801A6C78,1,url:string
0x18012A9F0,default,AndroidClickLogoExportDmp,0x18012A9A8,1,support:bool
0x18013C600,default,AppCenterAddProperty,0x18013C5C8,1,support:bool
0x18014A4C0,default,AppCenterCompressPictures,0x18014A4A8,1,support:bool
0x1801C3A30,default,AppCenterExportImageRunner,0x1801C39F8,1,support:bool
0x180177D00,default,AppCenterImgLossCompressPrivilege,0x180177C98,1,support:bool
0x180169050,default,AppcenterOcr2Pdf,0x180168FE8,1,support:bool
0x180185DB8,default,AppCenterPdfDeleteEmptyPagesModifySecDoc,0x180185DA0,1,support:bool
0x18015EB60,default,AppCenterPdfDeletePagesModifySecDoc,0x18015EB18,1,support:bool
0x180176CA0,default,AppCenterPdfReplacePagesModifySecDoc,0x180176C68,1,support:bool
0x18018D2F0,default,AppCenterSecondSrc,0x18018D290,2,secondSrc:string;support:bool
0x1801C09A0,default,AppCenterSortedByApplist,0x1801C0950,1,support:bool
0x180130130,default,AppCenterSplitMergePrivilege,0x180130100,1,support:bool
0x1801431D0,default,AppCenterUpdateByApplist,0x180143168,1,support:bool
0x180132700,default,AppCorpId,0x1801326D0,1,value:string
0x1801C7278,default,AppDataPathForPDF,0x1801C7260,1,support:bool
0x1801B1700,default,AppdataRoamingConfigPath,0x1801B16D0,1,support:bool
0x180193128,default,AppDataToMyDocuments,0x180193110,1,support:bool
0x1801536A0,default,AppendMultiLangHttpHeader,0x180153668,1,support:bool
0x180178AC0,default,AppEssentialOfdUseSeparateConfig,0x180178AA8,1,support:bool
0x1801CBCC0,default,AppEssentialSetting,0x1801CBC70,2,loginCustom:bool;payButton:bool
0x180194780,default,AppExcerptNotesAnnotation,0x180194768,1,filter:bool
0x1801BDB30,default,AppExcerptNotesSelectAreaMenu,0x1801BDAE8,1,filter:bool
0x1801865C0,default,AppExcerptNotesSelectAreaToolBar,0x1801865A8,1,filter:bool
0x18014D310,default,AppExcerptNotesSelectText,0x18014D2E0,1,filter:bool
0x18012CB00,default,AppleDeveloperTeamID,0x18012CA80,3,enable:bool;support:bool;teamId:string
0x1801226D0,default,AppleImportFromOthers,0x180122698,1,support:bool
0x180167D50,default,ApplePay,0x180167D00,2,enable:bool;support:bool
0x18017CD00,default,ApplePayErrorResend,0x18017CCD0,1,support:bool
0x1801442C0,default,ApplePurchaseFeedback,0x180144128,1,support:bool
0x180196A80,default,AppleRecoverOrder,0x1801969F0,1,support:bool
0x18018DD88,default,AppLoadWidget,0x18018DD70,1,adjustLayout:bool
0x180160C10,default,AppLoadWidgetNewStyle,0x180160BE0,1,support:bool
0x18019D990,default,AppMenus,0x18019D948,1,filter:bool
0x180134BC0,default,AppModeCoexist,0x180134BA8,1,support:bool
0x18012C780,default,AppObjLoadOnlyLocal,0x18012C748,1,support:bool
0x1801325C0,default,AppOcrToolMenu,0x1801325A8,1,filter:bool
0x18013E868,default,AppOcrToolPictureTool,0x18013E850,1,filter:bool
0x1801A8F10,default,AppOcrToolPictureToolNoHotkey,0x1801A8EF8,1,filter:bool
0x1801B3B90,default,AppPhoto2PdfPicTool,0x1801B3B78,1,filter:bool
0x1801ABB70,default,AppRegistrationInfo,0x1801ABAE8,2,appRegistrationToClipboard:bool;url:string
0x180179850,default,AppServiceMenu,0x180179820,1,support:bool
0x1801562C0,default,AppStore,0x1801561F0,2,enable:bool;support:bool
0x18016D4B0,default,AppstoreConfig,0x18016D408,2,appId:string;url:string
0x180186BC0,default,ArmyDictionaryTip,0x180186B10,1,support:bool
0x1801AF250,default,ArmyImplement,0x1801AF238,1,support:bool
0x18015F720,default,AssociateOpenPDFOnly,0x18015F6D8,1,support:bool
0x1801A6570,default,AssoFileOnlyForPDF,0x1801A6540,1,support:bool
0x1801A70A0,default,AssoWPS2009,0x1801A7070,1,support:bool
0x1801678E0,default,AttachmentCheckPrivilege,0x1801678B0,1,support:bool
0x180133C10,default,Audio2word,0x180133B40,1,appId:string
0x180188060,default,Auth,0x180188010,2,JumpUrl:string;LicenseActiveHelpDocUrl:string
0x1801539E8,default,AuthActivateSN,0x1801539D0,1,authType:string
0x180160260,default,AuthActiveLicense,0x180160230,1,authType:string
0x1801923E0,default,AuthAddVbaAuthStatusListener,0x180192290,1,authType:string
0x1801625B0,default,AuthAuthMsgMode,0x180162578,1,authType:string
0x180177D20,default,AuthAuthorizationList,0x180177CB0,1,authType:string
0x18018BA70,default,AuthAuthorizationTypeId,0x18018BA38,1,authType:string
0x180159440,default,AuthAuthorizeExpiredDate,0x1801593E0,1,authType:string
0x18013A020,default,AuthCheckCartVisible,0x180139FF0,1,authType:string
0x180183CE0,default,AuthCustomQingActiveCodeDlg,0x180183CB0,1,support:bool
0x1801AD0E0,default,AuthCustomSNProcess,0x1801AD0B0,1,support:bool
0x18016D538,default,AuthDisableAdvertisement,0x18016D520,1,authType:string
0x18019A958,default,AuthDisablePdf2Word,0x18019A940,1,authType:string
0x1801363B0,default,AuthEditSupport,0x180136378,1,authType:string
0x180127B70,default,AuthEntranceDisplayOnlyActived,0x180127B38,1,support:bool
0x1801B6F50,default,AuthExpiredRestrictEdit,0x1801B6F20,1,support:bool
0x1801670A0,default,AuthForceToLoginBlock,0x180167070,1,authType:string
0x1801C6DA8,default,AuthGetActivateStatus,0x1801C6D90,1,authType:string
0x1801B8A80,default,AuthGetPreviewDays,0x1801B8A68,1,authType:string
0x1801A4348,default,AuthGetSNMaintainAuthTime,0x1801A4330,1,authType:string
0x18015A468,default,AuthHasAuth,0x18015A450,1,authType:string
0x1801BADC0,default,AuthIsAcountActivated,0x1801BAD78,1,authType:string
0x1801D00B0,default,AuthIsActivated,0x1801D0098,1,authType:string
0x180137200,default,AuthIsAuthExpired,0x1801371C8,1,authType:string
0x1801B3C90,default,AuthIsAuthorizationEnvInit,0x1801B3C60,1,authType:string
0x180126840,default,AuthIsAuthorizeUnlimit,0x180126808,1,authType:string
0x1801C4908,default,AuthIsBMJ24,0x1801C48F0,1,authType:string
0x180148018,default,AuthIsExistSN,0x180148000,1,authType:string
0x1801C27D8,default,AuthIsPayUser,0x1801C27C0,1,authType:string
0x18018A530,default,AuthIsSerialNumberActivated,0x18018A4F8,1,authType:string
0x18017D590,default,AuthIsSerialOverNumber,0x18017D578,1,authType:string
0x180170AC8,default,AuthIsVbaFuncEnable,0x180170AB0,1,authType:string
0x1801235F0,default,AuthKsoName,0x1801235D8,1,authType:string
0x180122D60,default,AuthKsoThanksTo,0x180122D10,1,authType:string
0x18016F590,default,AuthLaunchCheck,0x18016F578,1,authType:string
0x1801B36F8,default,AuthOfdQuerryAuthExpired,0x1801B36E0,1,authType:string
0x18012E1B8,default,AuthOpenBuySubscriptionPage,0x18012E1A0,1,authType:string
0x1801BDD40,default,AuthOpenEnterpriseCenter,0x1801BDCE0,1,authType:string
0x180137A00,default,AuthOpenPurchaseLicenseUrl,0x1801379C8,1,authType:string
0x180181178,default,AuthOpenPurchaseUrlInBrowser,0x180181160,1,authType:string
0x1801B6E40,default,AuthOpenUserCenter,0x1801B6E28,1,authType:string
0x180168420,default,authorizationID,0x1801683C8,1,value:string
0x18012A008,default,AuthorizationList,0x180129FF0,1,value:string
0x1801895B0,default,AuthorizationTypeId,0x180189580,1,value:int
0x180154F30,default,AuthorizedExpiration,0x180154EF8,1,support:bool
0x180126E98,default,AuthorizeLoginIgnoreTrustedDevice,0x180126E80,1,support:bool
0x180122660,default,AuthPaidFeaturesCheck,0x180122638,1,authType:string
0x180127558,default,AuthPrintSupport,0x180127540,1,authType:string
0x180178940,default,AuthProcUserRegister,0x180178910,1,authType:string
0x1801A7E90,default,AuthPropagandaConfig,0x1801A7E78,1,authType:string
0x180174080,default,AuthQueryLicenseInfo,0x180174050,1,authType:string
0x1801A1840,default,AuthReadOnlyHintPopup,0x1801A17D8,1,authType:string
0x180140558,default,AuthRefreshAuthInfo,0x180140540,1,authType:string
0x1801B1AD8,default,AuthRegisterModuleTypeOfdUseWps,0x1801B1AC0,1,support:bool
0x18013C008,default,AuthRegisterModuleTypeUseWps,0x18013BFF0,1,support:bool
0x180158F50,default,AuthReinstallServer,0x180158EA8,2,authType:string;server:string
0x1801933A8,default,AuthRemainingTrialDays,0x180193390,1,authType:string
0x180166650,default,AuthRemoveVbaAuthStatusListener,0x180166618,1,authType:string
0x1801A0A50,default,AuthSaveLS,0x1801A0A38,1,authType:string
0x180145790,default,AuthSetLicenseInfo,0x180145778,1,authType:string
0x18017DCA0,default,AuthShowActiveCodeDlg,0x18017DC88,1,authType:string
0x1801A6D10,default,AuthShowMaintainAuthTip,0x1801A6CC0,1,authType:string
0x180134490,default,AuthShowMiscDialog,0x180134460,1,authType:string
0x18012D0C0,default,AuthShowQingActiveCodeDialog,0x18012D090,1,authType:string
0x180124A48,default,AuthShowQingBuyTooltipForCartCommand,0x180124A30,1,authType:string
0x18017AA28,default,AuthShowRemindTip,0x18017AA10,1,authType:string
0x18018F0E0,default,AuthShowSNManagerDialog,0x18018F0C8,1,authType:string
0x180128130,default,AuthSNChanged,0x180128100,1,authType:string
0x180171610,default,AuthSwRegister,0x1801715F8,1,authType:string
0x1801C0C40,default,AuthTypeArray,0x1801C0B58,2,index0:string;index1:string
0x18012BDA0,default,AuthUpdateSerialNumberOldLicenseStatus,0x18012BD88,1,authType:string
0x1801BAC00,default,AuthUpdateSNMaintainAuth,0x1801BABE8,1,authType:string
0x18013AE38,default,AuthVbaPrivilege,0x18013AE20,1,authType:string
0x18016ED10,default,AuthVbaSupport,0x18016ECD8,1,authType:string
0x1801BDC58,default,AuthVerifyActivationCode,0x1801BDC40,1,authType:string
0x1801ADFF0,default,AuthVisitorMode,0x1801ADFC0,1,authType:string
0x180166B10,default,AutoAddWlCOMAddins,0x180166AD8,1,support:bool
0x18017B6F0,default,AutoBackupTip,0x18017B6D8,1,support:bool
0x180146B80,default,AutoFindContents,0x180146B38,1,filter:bool
0x180143AB8,default,AutoFitFontForShrutiAndVijaya,0x180143AA0,1,support:bool
0x180180F60,default,AutoFitRowMergeCell,0x180180F28,1,support:bool
0x180198280,default,AutoFormatAsTyping,0x180198250,1,filter:bool
0x1801A4A70,default,AutoHideCorrectionProofreading,0x1801A4A38,1,filter:bool
0x1801C6368,default,AutoLoadWpsApiEx,0x1801C6350,1,support:bool
0x1801779F0,default,AutoLoginConfigMove,0x1801779C0,1,support:bool
0x1801AB2B8,default,AutoNomInfoSvr,0x1801AB2A0,1,url:string
0x1801404C0,default,AutoOpenEducationCertPage,0x180140490,1,support:bool
0x18015EB80,default,AutoOpenEduWorkbench,0x18015EB30,1,support:bool
0x1801771A0,default,AutoReportEnabled,0x180177168,1,support:bool
0x180123930,default,AutoRoamingModeNotice,0x180123900,1,support:bool
0x1801244A0,default,AutoSyncBackupWidget,0x180124468,1,support:bool
0x180127C08,default,AutoThemeTextColor,0x180127BF0,1,support:bool
0x180190BD8,default,AutoUpdate,0x180190BC0,1,value:string
0x1801B0AF0,default,AutoUpdateLanguagePackages,0x1801B0AD8,1,support:bool
0x1801AF3A0,default,BackupCenter,0x1801AF370,1,version:string
0x180196D50,default,BackupKeepCacheDays,0x180196CD8,1,value:string
0x18018E828,default,BackupMode,0x18018E810,1,value:int
0x180171190,default,BackupOemFilesForUpdate,0x180171140,1,support:bool
0x1801527D0,default,BalanceSBCSCharDBCSChar,0x180152780,1,support:bool
0x180147B10,default,BasicImageMattingPhotoEdit,0x180147AE0,1,filter:bool
0x180161800,default,BasicImageMattingPhotoExchange,0x1801617E8,1,filter:bool
0x180181D10,default,BasicImageMattingRemoveRepair,0x180181CE0,1,filter:bool
0x18019C480,default,BatchCompressSecurityCheck,0x18019C418,1,support:bool
0x18019B370,default,BatchDecrypt,0x18019B358,1,support:bool
0x18017B3E0,default,BatchDecryptRange,0x18017B390,1,support:bool
0x1801AD970,default,BatchdeleteEntrance,0x1801AD938,1,filter:bool
0x180147520,default,BatchDownloadIcon,0x1801474C8,1,support:bool
0x1801B96F0,default,BatchExportCustomerServiceDialog,0x1801B9680,1,support:bool
0x18018D930,default,BatchExportImageDisableVip,0x18018D8B8,1,support:bool
0x180164610,default,BatchExportImageMultiLang,0x1801645F8,1,support:bool
0x180134FF0,default,BatchOperWaterMark,0x180134FB8,1,support:bool
0x18016BDA0,default,BatchPrintCheckAuth,0x18016BD50,1,support:bool
0x1801B12D0,default,BatchWaterMarkTriggerReadOem,0x1801B1298,1,support:bool
0x180131190,default,BestDeviceTipText,0x180131160,1,support:bool
0x1801354C0,default,BetaInstaller,0x180135490,1,support:bool
0x18013E448,default,BetaSetting,0x18013E3F0,3,defaultButton:bool;enable:bool;support:bool
0x180136AF0,default,BetaToolTipFeedBackBtnSmallSize,0x180136AA8,1,support:bool
0x1801C34C0,default,BetaVersionEndTime,0x1801C34A8,1,value:string
0x18014C088,default,BetaVersionStartTime,0x18014C070,1,value:string
0x180181CA8,default,BlacklistThirdPartyAI,0x180181C90,1,value:string
0x1801265C8,default,BlockAttachmentLink,0x1801265B0,1,support:bool
0x180150A48,default,BlockCollegeEntry,0x180150A30,1,support:bool
0x180187730,default,blockOtherAccountLogin,0x1801876F0,1,support:bool
0x18019E8C0,default,Brand,0x18019E8A8,1,value:string
0x1801704A8,default,BrandCopyrightCompanyName,0x180170490,1,value:string
0x18019BA30,default,BrandKingsoft,0x18019BA18,1,value:string
0x180137CA0,default,BrandKingsoftOffice,0x180137C50,1,value:string
0x1801CC430,default,BrandLinkName,0x1801CC390,1,value:string
0x1801C5FE0,default,BrandWPS,0x1801C5F70,1,value:string
0x180183B50,default,BrandWPS365,0x180183B08,1,value:string
0x180137630,default,BrandWPSOffice,0x1801375E0,1,value:string
0x180152660,default,BrandWPSOfficeTitle,0x180152630,1,support:bool
0x180136CA0,default,BrandWPSOfficeUpdate,0x180136C88,1,value:string
0x1801C1190,default,BrandWPSPlus,0x1801C1120,1,value:string
0x1801872F0,default,BulletsGallery,0x1801872C0,1,filter:bool
0x18015DD70,default,BuySubscriptionPage,0x18015DD40,1,value:string
0x180198080,default,CalculationRule,0x180197F70,1,url:string
0x180139820,default,CallRegPreinstall,0x1801397F0,1,support:bool
0x18016A0D0,default,CampusLogin,0x18016A098,1,support:bool
0x18012FF30,default,CancelCurlOptSslVerifyHost,0x18012FEF8,1,support:bool
0x1801CC7B0,default,CancelMainResourceVerification,0x1801CC798,1,support:bool
0x180181FB0,default,CardExtractText,0x180181F78,1,filter:bool
0x1801498F8,default,CefAuthWhiteList,0x1801498E0,1,value:string
0x180198560,default,CefBlockOnIntranet,0x180198510,1,support:bool
0x180137FF0,default,CefLoadingProgressDlg,0x180137FD8,1,adjustLayout:bool
0x1801B9118,default,CefMenuForegroundWindow,0x1801B9100,1,support:bool
0x180138938,default,CefPdfExtensionDefault,0x180138920,1,support:bool
0x1801CE128,default,CefSandbox,0x1801CE110,1,support:bool
0x1801CDAD0,default,CefTls1_0,0x1801CDA98,1,support:bool
0x1801547B8,default,CenterPopupForSendToDevicePanel,0x1801547A0,1,support:bool
0x18015E350,default,ChangeCaseGallery,0x18015E338,1,filter:bool
0x1801C6720,default,ChangeLoginWindowSize,0x1801C66D8,1,support:bool
0x18014B610,default,ChangeMB,0x18014B5F8,1,filter:bool
0x180139300,default,ChangeProductName,0x180139290,1,support:bool
0x18012E890,default,ChangeSN,0x18012E878,1,support:bool
0x1801B5990,default,ChangeSuffixWhenOpenProtection,0x1801B5930,1,support:bool
0x18015EEA0,default,ChangeSuffixWhenSaveSecDoc,0x18015EDF8,1,support:bool
0x18012E9C0,default,ChangeTemplateTab,0x18012E9A8,1,support:bool
0x180128AA0,default,ChangeUpdateModeForAuthStatusChanged,0x180128A70,1,support:bool
0x180161CE0,default,ChangeVersion,0x180161CA8,1,support:bool
0x18018A630,default,ChannelNumber,0x18018A600,1,value:string
0x18015B850,default,ChartDlgOnlineChart,0x18015B7E0,1,filter:bool
0x1801B49B0,default,ChartTypeDlg,0x1801B4928,2,CheckNetWorkUrl:string;support:bool
0x18014E318,default,chatAssistUrl,0x18014E300,1,url:string
0x180124B18,default,chatEtUrl,0x180124B00,1,url:string
0x18012C520,default,check_ksoqing_certtoken_enable,0x18012C508,1,support:bool
0x180156DF0,default,CheckCompanyCustomizedPackages,0x180156DD8,1,support:bool
0x18012C118,default,checkCompanyFileStrategy,0x18012C100,1,support:bool
0x1801A93B0,default,CheckCompanyUserInfo,0x1801A9368,1,support:bool
0x1801CBAA0,default,CheckEnterpriseEditionDisabled,0x1801CBA70,1,support:bool
0x180183FF8,default,checkFontExistBySysFamily,0x180183FE0,1,support:bool
0x180167580,default,CheckForUpdateBlueIcon,0x180167550,1,support:bool
0x180189728,default,CheckGloalAIEntry,0x180189710,1,support:bool
0x1801CFA38,default,CheckKDCServiceLogin,0x1801CFA20,1,support:bool
0x18016A7E0,default,CheckMB,0x18016A7A8,1,filter:bool
0x180177020,default,CheckMissEmbedFontList,0x180176D20,1,value:string
0x1801CCC30,default,CheckNetwork,0x1801CCC00,1,support:bool
0x1801480D0,default,CheckOemFilesForReduceRisk,0x180148098,1,support:bool
0x1801A6808,default,CheckOfficialTemplateStoreInCloud,0x1801A67F0,1,support:bool
0x1801669E0,default,CheckPdfBackgroundEditPrivilege,0x1801669C8,1,support:bool
0x1801836B8,default,CheckPdfBackgroundPrivilege,0x1801836A0,1,support:bool
0x1801A8340,default,CheckPDFEditPermission,0x1801A8328,1,support:bool
0x18019FFE0,default,CheckPdfPageHFEditPrivilege,0x18019FF90,1,support:bool
0x1801BA508,default,CheckPDFProfesstionalProofreadInfo,0x1801BA4F0,1,support:bool
0x180158B90,default,CheckReturnProductInfoForJs,0x180158B58,1,support:bool
0x180131300,default,CheckScreenCloudFunc,0x1801312E8,1,support:bool
0x1801C09C0,default,CheckSecretLabelFile,0x1801C0968,1,support:bool
0x180173F10,default,CheckSecurityDocFeature,0x180173E90,1,support:bool
0x180164B70,default,CheckSpellingDlgLocalConfig,0x180164B38,1,support:bool
0x1801AC030,default,CheckSyncFolderMutex,0x1801ABFE0,1,support:bool
0x180160EC8,default,CheckUpdateXa,0x180160E70,2,BringUpdateBalloonToTopWhenManual:bool;support:bool
0x18015AC70,default,CheckUseLoadingWidgetInQingDlg,0x18015AC58,1,support:bool
0x1801A57C0,default,CheckVbaPrivilege,0x1801A5740,1,support:bool
0x18015BAE0,default,ChineseSeparatorPrecisionCompatibleMso,0x18015BAC8,1,support:bool
0x1801B88D0,default,ChineseSpellingCheck,0x1801B8848,1,support:bool
0x18019FDC0,default,ChooseEnterpriseOldPath,0x18019FD90,1,support:bool
0x180197620,default,ChromeGuide,0x180197588,1,WebStoreUrl:string
0x180125890,default,ChromeHost,0x180125830,1,GoogleUpdate2Crx:string
0x180155FA0,default,ChuangKit,0x180155F00,1,support:bool
0x18013E930,default,CibaServer,0x18013E900,1,url:string
0x180145ED0,default,ClassicalQuickHelpBar,0x180145E80,1,filter:bool
0x180159590,default,ClassicalTaskpaneLoadPath,0x180159540,1,filter:bool
0x180194990,default,ClassicalTpDocAssistant,0x180194918,1,filter:bool
0x1801CFE20,default,ClassicalTpOprDoc,0x1801CFE08,1,filter:bool
0x180142650,default,ClassicApiNewInstance,0x1801425B8,1,support:bool
0x1801D05A0,default,ClassicFaceSwitch,0x1801D0568,1,support:bool
0x1801A7118,default,ClassicSwitchUiSkin,0x1801A7100,1,support:bool
0x180128BD8,default,ClassicsWPPModelEssay,0x180128BC0,1,filter:bool
0x18015D5D0,default,ClassicUI,0x18015D598,1,support:bool
0x180156820,default,ClassStyleAppCenter,0x180156808,1,support:bool
0x18012B250,default,ClearCookieWhenLogout,0x18012B218,1,enable:bool
0x1801CFD00,default,ClientCertConfig,0x1801CFCB8,1,support:bool
0x180162E60,default,ClientInfoGetterEducation,0x180162E18,1,support:bool
0x180158280,default,ClientInfoGetterI18n,0x180158268,1,support:bool
0x180138D70,default,ClientInfoGetterOversea,0x180138D20,1,support:bool
0x1801882A0,default,ClientInfoGetterWPSPlus,0x180188220,1,support:bool
0x180153998,default,ClientSubVersionName,0x180153980,1,value:string
0x1801315E0,default,ClientVersionName,0x1801315B0,1,value:string
0x18017B800,default,CloseAppWithoutDoc,0x18017B7B0,1,support:bool
0x1801CD4F8,default,CloseSetupPDFAsso,0x1801CD4E0,1,support:bool
0x18016F410,default,CloudApiV7,0x18016F3E0,1,support:bool
0x1801C4000,default,CloudBussinessMemberRenewalPopup,0x1801C3FD0,1,support:bool
0x1801CA840,default,CloudBussinessPopupDialog,0x1801CA7E0,1,support:bool
0x1801905A0,default,CloudCtrlReduceBorder,0x180190568,1,support:bool
0x180165158,default,CloudDisckInviteMembersMenuItemNameType,0x180165118,2,file:int;folder:int
0x18019D190,default,CloudDiskFuseMount,0x18019D148,1,support:bool
0x18017D9C0,default,CloudDiskSettingPage,0x18017D988,1,pageName:string
0x1801417F0,default,CloudDiskTitleBarDrawCompanyVipInfo,0x1801417D8,1,support:bool
0x1801CAEA0,default,CloudDiskUseDefaultSyncFolderName,0x1801CAE68,1,support:bool
0x1801AD450,default,CloudDocDeleteCache,0x1801AD438,1,support:bool
0x18015EBA0,default,CloudDocOnlineCn,0x18015EB48,1,filter:bool
0x18017A0C8,default,CloudDocOnlineEntryFilter,0x18017A0B0,1,filter:bool
